month,news_count,Price
2015-01,2,1.270488181818182
2016-01,2,1.3111791666666666
2017-01,2,1.4298275
2018-01,2,1.4878416666666665
2019-01,2,1.5633116666666667
2020-01,2,1.2501583333333333
2021-01,2,1.3185233333333335
2022-01,2,1.3818391666666665
2023-01,2,1.1557816666666667
2024-01,2,1.346675
2025-01,2,1.7732175000000001
